current_npc_index	current_npc_name	old_map	old_xy	original_identity	original_map	original_xy	hero_kill_map	hero_kill_xy	match_method	map_relation	confidence	walkable	overlap_with	apply_status	auto_placement_rule	auto_placement_basis	auto_placement_candidates	target_reason	topology_anchors	identity_source	warnings	non_position_fields_untouched	historical_audit
34	Dakota	2	"{""x"": 346, ""y"": 234}"	06Inn_SnakeVally	2	"{""x"": 160, ""y"": 171}"	2	"{""x"": 346, ""y"": 234}"	semantic-audit	exact	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 346, ""y"": 234, ""score"": 0, ""anchor"": {""x"": 346, ""y"": 234}, ""separation"": 0}]"	audit target coordinate reused only for exact/renamed map relation	"[{""x"": 351, ""y"": 219}, {""x"": 342, ""y"": 235}, {""x"": 337, ""y"": 223}, {""x"": 346, ""y"": 234}, {""x"": 334, ""y"": 224}, {""x"": 343, ""y"": 219}, {""x"": 331, ""y"": 225}, {""x"": 361, ""y"": 226}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""34"", ""name"": ""Dakota"", ""method"": ""C-语义"", ""old"": ""2(160,171)"", ""new"": ""2(346,234)"", ""note"": ""客栈保管员 (06Inn_SnakeVally)"", ""source"": ""Mud3:06Inn_SnakeVally"", ""remark"": ""客栈保管员""}"
35	Murray	2	"{""x"": 337, ""y"": 223}"	14Quest_SnakeVally1	2	"{""x"": 170, ""y"": 154}"	2	"{""x"": 337, ""y"": 223}"	semantic-audit	exact	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 337, ""y"": 223, ""score"": 0, ""anchor"": {""x"": 337, ""y"": 223}, ""separation"": 0}]"	audit target coordinate reused only for exact/renamed map relation	"[{""x"": 351, ""y"": 219}, {""x"": 342, ""y"": 235}, {""x"": 337, ""y"": 223}, {""x"": 346, ""y"": 234}, {""x"": 334, ""y"": 224}, {""x"": 343, ""y"": 219}, {""x"": 331, ""y"": 225}, {""x"": 361, ""y"": 226}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""35"", ""name"": ""Murray"", ""method"": ""C-语义"", ""old"": ""2(170,154)"", ""new"": ""2(337,223)"", ""note"": ""蛇谷老太 (14Quest_SnakeVally1)"", ""source"": ""Mud3:14Quest_SnakeVally1"", ""remark"": ""蛇谷老太""}"
36	Sara	2	"{""x"": 342, ""y"": 235}"	03Armor_SankeVally	2	"{""x"": 177, ""y"": 158}"	2	"{""x"": 342, ""y"": 235}"	semantic-audit	exact	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 342, ""y"": 235, ""score"": 0, ""anchor"": {""x"": 342, ""y"": 235}, ""separation"": 0}]"	audit target coordinate reused only for exact/renamed map relation	"[{""x"": 351, ""y"": 219}, {""x"": 342, ""y"": 235}, {""x"": 337, ""y"": 223}, {""x"": 346, ""y"": 234}, {""x"": 334, ""y"": 224}, {""x"": 343, ""y"": 219}, {""x"": 331, ""y"": 225}, {""x"": 361, ""y"": 226}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""36"", ""name"": ""Sara"", ""method"": ""C-语义"", ""old"": ""2(177,158)"", ""new"": ""2(342,235)"", ""note"": ""金莲防具 (03Armor_SankeVally)"", ""source"": ""Mud3:03Armor_SankeVally"", ""remark"": ""金莲防具""}"
37	Parker	2	"{""x"": 343, ""y"": 219}"	09NotBlocker_SnakeVally	2	"{""x"": 155, ""y"": 178}"	2	"{""x"": 343, ""y"": 219}"	semantic-audit	exact	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 343, ""y"": 219, ""score"": 0, ""anchor"": {""x"": 343, ""y"": 219}, ""separation"": 0}]"	audit target coordinate reused only for exact/renamed map relation	"[{""x"": 351, ""y"": 219}, {""x"": 342, ""y"": 235}, {""x"": 337, ""y"": 223}, {""x"": 346, ""y"": 234}, {""x"": 334, ""y"": 224}, {""x"": 343, ""y"": 219}, {""x"": 331, ""y"": 225}, {""x"": 361, ""y"": 226}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""37"", ""name"": ""Parker"", ""method"": ""C-语义"", ""old"": ""2(155,178)"", ""new"": ""2(343,219)"", ""note"": ""蛇谷老人 (09NotBlocker_SnakeVally)"", ""source"": ""Mud3:09NotBlocker_SnakeVally"", ""remark"": ""蛇谷老人""}"
38		0	"{""x"": 408, ""y"": 377}"				0	"{""x"": 173, ""y"": 156}"	pending	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 173, ""y"": 156, ""score"": -7.8, ""anchor"": {""x"": 173, ""y"": 156}, ""separation"": 345}, {""x"": 174, ""y"": 202, ""score"": -7.8, ""anchor"": {""x"": 174, ""y"": 202}, ""separation"": 298}, {""x"": 175, ""y"": 212, ""score"": -7.8, ""anchor"": {""x"": 175, ""y"": 212}, ""separation"": 287}]"	walkable topology candidate; manual review required	"[{""x"": 176, ""y"": 218}, {""x"": 160, ""y"": 233}, {""x"": 175, ""y"": 212}, {""x"": 174, ""y"": 202}, {""x"": 173, ""y"": 156}, {""x"": 173, ""y"": 170}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""38"", ""name"": """", ""method"": ""D-推算"", ""old"": ""0(130,208,131,208,132,208,130,209,131,209,132,209,130,210,131,210,132,210)"", ""new"": ""0(408,377)"", ""note"": ""比奇城区扫描(钱庄旁)"", ""source"": ""比奇城区扫描(钱庄旁)"", ""remark"": ""锚点旁空格""}"
39	Hexa Holy Stone	0	"{""x"": 498, ""y"": 463}"	13Move_Bichon1	0	"{""x"": 138, ""y"": 261}"	0	"{""x"": 313, ""y"": 28}"	semantic-audit	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-entrance-teleporter	"[""NPC/Entry/Region contains movement/entrance type"", ""town entrance, route gate, or teleport cluster""]"	"[{""x"": 313, ""y"": 28, ""score"": -7.8, ""anchor"": {""x"": 313, ""y"": 28}, ""separation"": 268}, {""x"": 98, ""y"": 324, ""score"": -7.8, ""anchor"": {""x"": 98, ""y"": 324}, ""separation"": 243}, {""x"": 102, ""y"": 320, ""score"": -7.8, ""anchor"": {""x"": 102, ""y"": 320}, ""separation"": 235}]"	walkable topology candidate; manual review required	"[{""x"": 19, ""y"": 37}, {""x"": 23, ""y"": 42}, {""x"": 161, ""y"": 34}, {""x"": 159, ""y"": 38}, {""x"": 316, ""y"": 26}, {""x"": 313, ""y"": 28}, {""x"": 329, ""y"": 120}, {""x"": 327, ""y"": 124}, {""x"": 319, ""y"": 269}, {""x"": 318, ""y"": 273}, {""x"": 307, ""y"": 332}, {""x"": 305, ""y"": 327}, {""x"": 98, ""y"": 324}, {""x"": 102, ""y"": 320}, {""x"": 28, ""y"": 194}, {""x"": 31, ""y"": 197}, {""x"": 144, ""y"": 256}, {""x"": 186, ""y"": 198}, {""x"": 184, ""y"": 204}, {""x"": 498, ""y"": 463}]"	NpcMover/audit-report.md	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""39"", ""name"": ""Hexa Holy Stone"", ""method"": ""C-语义"", ""old"": ""0(138,261)"", ""new"": ""0(498,463)"", ""note"": ""六面神石 (13Move_Bichon1)"", ""source"": ""Mud3:13Move_Bichon1"", ""remark"": ""六面神石""}"
41	Hexa Holy Stone	2	"{""x"": 306, ""y"": 244}"	13Move_SnakeVally1	2	"{""x"": 194, ""y"": 158}"	2	"{""x"": 306, ""y"": 244}"	semantic-audit	exact	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-entrance-teleporter	"[""NPC/Entry/Region contains movement/entrance type"", ""town entrance, route gate, or teleport cluster""]"	"[{""x"": 306, ""y"": 244, ""score"": 0, ""anchor"": {""x"": 306, ""y"": 244}, ""separation"": 0}]"	audit target coordinate reused only for exact/renamed map relation	"[{""x"": 306, ""y"": 244}, {""x"": 189, ""y"": 155}, {""x"": 28, ""y"": 47}, {""x"": 82, ""y"": 23}, {""x"": 224, ""y"": 20}, {""x"": 258, ""y"": 68}, {""x"": 161, ""y"": 277}, {""x"": 55, ""y"": 265}, {""x"": 19, ""y"": 177}, {""x"": 354, ""y"": 33}, {""x"": 355, ""y"": 34}, {""x"": 256, ""y"": 35}, {""x"": 353, ""y"": 34}, {""x"": 354, ""y"": 35}, {""x"": 355, ""y"": 36}, {""x"": 357, ""y"": 35}, {""x"": 355, ""y"": 33}, {""x"": 356, ""y"": 34}, {""x"": 357, ""y"": 35}, {""x"": 353, ""y"": 34}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""41"", ""name"": ""Hexa Holy Stone"", ""method"": ""C-语义"", ""old"": ""2(194,158)"", ""new"": ""2(306,244)"", ""note"": ""六面神石 (13Move_SnakeVally1)"", ""source"": ""Mud3:13Move_SnakeVally1"", ""remark"": ""六面神石""}"
42	Hexa Holy Stone	1	"{""x"": 416, ""y"": 179}"	13Move_DoGwan	1	"{""x"": 138, ""y"": 206}"	1	"{""x"": 332, ""y"": 242}"	semantic-audit	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-entrance-teleporter	"[""NPC/Entry/Region contains movement/entrance type"", ""town entrance, route gate, or teleport cluster""]"	"[{""x"": 332, ""y"": 242, ""score"": -7.8, ""anchor"": {""x"": 332, ""y"": 242}, ""separation"": 75}, {""x"": 327, ""y"": 152, ""score"": -7.8, ""anchor"": {""x"": 327, ""y"": 152}, ""separation"": 59}, {""x"": 393, ""y"": 170, ""score"": -7.8, ""anchor"": {""x"": 393, ""y"": 170}, ""separation"": 32}]"	walkable topology candidate; manual review required	"[{""x"": 30, ""y"": 36}, {""x"": 208, ""y"": 35}, {""x"": 312, ""y"": 30}, {""x"": 327, ""y"": 152}, {""x"": 332, ""y"": 242}, {""x"": 271, ""y"": 325}, {""x"": 121, ""y"": 318}, {""x"": 28, ""y"": 223}, {""x"": 416, ""y"": 179}, {""x"": 143, ""y"": 206}, {""x"": 429, ""y"": 96}, {""x"": 428, ""y"": 97}, {""x"": 394, ""y"": 169}, {""x"": 393, ""y"": 170}, {""x"": 388, ""y"": 113}, {""x"": 389, ""y"": 114}, {""x"": 415, ""y"": 133}, {""x"": 414, ""y"": 134}, {""x"": 429, ""y"": 120}, {""x"": 428, ""y"": 121}]"	NpcMover/audit-report.md	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""42"", ""name"": ""Hexa Holy Stone"", ""method"": ""C-语义"", ""old"": ""1(138,206)"", ""new"": ""1(416,179)"", ""note"": ""六面神石 (13Move_DoGwan)"", ""source"": ""Mud3:13Move_DoGwan"", ""remark"": ""六面神石""}"
43	Hexa Holy Stone	5	"{""x"": 204, ""y"": 289}"	13Move_Samak1	5	"{""x"": 227, ""y"": 128}"	5	"{""x"": 24, ""y"": 305}"	semantic-audit	replacement	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-entrance-teleporter	"[""NPC/Entry/Region contains movement/entrance type"", ""town entrance, route gate, or teleport cluster""]"	"[{""x"": 24, ""y"": 305, ""score"": -7.8, ""anchor"": {""x"": 24, ""y"": 305}, ""separation"": 185}, {""x"": 74, ""y"": 34, ""score"": -7.8, ""anchor"": {""x"": 74, ""y"": 34}, ""separation"": 181}, {""x"": 20, ""y"": 90, ""score"": -7.8, ""anchor"": {""x"": 20, ""y"": 90}, ""separation"": 179}]"	walkable topology candidate; manual review required	"[{""x"": 61, ""y"": 190}, {""x"": 112, ""y"": 177}, {""x"": 56, ""y"": 193}, {""x"": 204, ""y"": 289}, {""x"": 227, ""y"": 127}, {""x"": 20, ""y"": 90}, {""x"": 74, ""y"": 34}, {""x"": 149, ""y"": 31}, {""x"": 315, ""y"": 199}, {""x"": 24, ""y"": 305}, {""x"": 239, ""y"": 164}, {""x"": 238, ""y"": 165}, {""x"": 243, ""y"": 167}, {""x"": 242, ""y"": 168}, {""x"": 236, ""y"": 161}, {""x"": 235, ""y"": 161}, {""x"": 240, ""y"": 194}, {""x"": 239, ""y"": 195}, {""x"": 206, ""y"": 169}, {""x"": 207, ""y"": 170}]"	NpcMover/audit-report.md	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""43"", ""name"": ""Hexa Holy Stone"", ""method"": ""C-语义"", ""old"": ""5(227,128)"", ""new"": ""5(204,289)"", ""note"": ""六面神石 (13Move_Samak1)"", ""source"": ""Mud3:13Move_Samak1"", ""remark"": ""六面神石""}"
44	Hexa Holy Stone	4	"{""x"": 435, ""y"": 83}"	13Move_Oasis	4	"{""x"": 201, ""y"": 149}"	4	"{""x"": 435, ""y"": 83}"	semantic-audit	exact	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-entrance-teleporter	"[""NPC/Entry/Region contains movement/entrance type"", ""town entrance, route gate, or teleport cluster""]"	"[{""x"": 435, ""y"": 83, ""score"": 0, ""anchor"": {""x"": 435, ""y"": 83}, ""separation"": 0}]"	audit target coordinate reused only for exact/renamed map relation	"[{""x"": 435, ""y"": 83}, {""x"": 197, ""y"": 145}, {""x"": 28, ""y"": 47}, {""x"": 304, ""y"": 52}, {""x"": 316, ""y"": 254}, {""x"": 209, ""y"": 117}, {""x"": 210, ""y"": 171}, {""x"": 134, ""y"": 172}, {""x"": 135, ""y"": 116}, {""x"": 21, ""y"": 313}, {""x"": 476, ""y"": 57}, {""x"": 475, ""y"": 58}, {""x"": 449, ""y"": 73}, {""x"": 450, ""y"": 74}, {""x"": 448, ""y"": 93}, {""x"": 447, ""y"": 94}, {""x"": 453, ""y"": 96}, {""x"": 452, ""y"": 96}, {""x"": 433, ""y"": 72}, {""x"": 434, ""y"": 73}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""44"", ""name"": ""Hexa Holy Stone"", ""method"": ""C-语义"", ""old"": ""4(201,149)"", ""new"": ""4(435,83)"", ""note"": ""六面神石 (13Move_Oasis)"", ""source"": ""Mud3:13Move_Oasis"", ""remark"": ""六面神石""}"
45	Hexa Holy Stone	12	"{""x"": 190, ""y"": 265}"		12	"{""x"": 177, ""y"": 276}"	12	"{""x"": 362, ""y"": 394}"	pending	variant	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-entrance-teleporter	"[""NPC/Entry/Region contains movement/entrance type"", ""town entrance, route gate, or teleport cluster""]"	"[{""x"": 362, ""y"": 394, ""score"": -7.8, ""anchor"": {""x"": 362, ""y"": 394}, ""separation"": 297}, {""x"": 363, ""y"": 393, ""score"": -7.8, ""anchor"": {""x"": 363, ""y"": 393}, ""separation"": 297}, {""x"": 361, ""y"": 393, ""score"": -7.8, ""anchor"": {""x"": 361, ""y"": 393}, ""separation"": 295}]"	walkable topology candidate; manual review required	"[{""x"": 190, ""y"": 265}, {""x"": 173, ""y"": 270}, {""x"": 290, ""y"": 119}, {""x"": 206, ""y"": 48}, {""x"": 205, ""y"": 49}, {""x"": 204, ""y"": 50}, {""x"": 203, ""y"": 51}, {""x"": 202, ""y"": 52}, {""x"": 207, ""y"": 49}, {""x"": 206, ""y"": 50}, {""x"": 205, ""y"": 51}, {""x"": 204, ""y"": 52}, {""x"": 203, ""y"": 53}, {""x"": 361, ""y"": 393}, {""x"": 362, ""y"": 392}, {""x"": 362, ""y"": 391}, {""x"": 363, ""y"": 391}, {""x"": 363, ""y"": 390}, {""x"": 362, ""y"": 394}, {""x"": 363, ""y"": 393}]"	pending: Merchant.txt/parsed Merchant snapshot unavailable	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""45"", ""name"": ""Hexa Holy Stone"", ""method"": ""D-推算"", ""old"": ""12(177,276)"", ""new"": ""12(190,265)"", ""note"": ""班尼岛主聚落扫描(中心190,265,聚落98556格)"", ""source"": ""班尼岛主聚落扫描(中心190,265,聚落98556格)"", ""remark"": ""锚点旁空格""}"
48	Jack	5	"{""x"": 227, ""y"": 169}"	15Magic_Samak1	5	"{""x"": 263, ""y"": 109}"	5	"{""x"": 180, ""y"": 277}"	semantic-audit	replacement	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 180, ""y"": 277, ""score"": 0.35, ""anchor"": {""x"": 181, ""y"": 277}, ""separation"": 1}, {""x"": 181, ""y"": 276, ""score"": 0.35, ""anchor"": {""x"": 181, ""y"": 277}, ""separation"": 1}, {""x"": 181, ""y"": 278, ""score"": 0.35, ""anchor"": {""x"": 181, ""y"": 277}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 189, ""y"": 252}, {""x"": 192, ""y"": 232}, {""x"": 197, ""y"": 235}, {""x"": 181, ""y"": 277}, {""x"": 198, ""y"": 252}, {""x"": 200, ""y"": 249}]"	NpcMover/audit-report.md	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""48"", ""name"": ""Jack"", ""method"": ""C-语义"", ""old"": ""5(263,109)"", ""new"": ""5(227,169)"", ""note"": ""武功教头 (15Magic_Samak1)"", ""source"": ""Mud3:15Magic_Samak1"", ""remark"": ""武功教头""}"
50	Tasha	5	"{""x"": 198, ""y"": 252}"	04PotionMake_Samak	5	"{""x"": 242, ""y"": 144}"	5	"{""x"": 181, ""y"": 276}"	semantic-audit	replacement	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 181, ""y"": 276, ""score"": 0.35, ""anchor"": {""x"": 181, ""y"": 277}, ""separation"": 1}, {""x"": 181, ""y"": 278, ""score"": 0.35, ""anchor"": {""x"": 181, ""y"": 277}, ""separation"": 1}, {""x"": 182, ""y"": 277, ""score"": 0.35, ""anchor"": {""x"": 181, ""y"": 277}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 189, ""y"": 252}, {""x"": 192, ""y"": 232}, {""x"": 197, ""y"": 235}, {""x"": 181, ""y"": 277}, {""x"": 198, ""y"": 252}, {""x"": 200, ""y"": 249}]"	NpcMover/audit-report.md	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""50"", ""name"": ""Tasha"", ""method"": ""C-语义"", ""old"": ""5(242,144)"", ""new"": ""5(198,252)"", ""note"": ""老郑药剂 (04PotionMake_Samak)"", ""source"": ""Mud3:04PotionMake_Samak"", ""remark"": ""老郑药剂""}"
52	Clinton	5	"{""x"": 192, ""y"": 232}"	07Grocery_Samak	5	"{""x"": 230, ""y"": 152}"	5	"{""x"": 181, ""y"": 278}"	semantic-audit	replacement	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 181, ""y"": 278, ""score"": 0.35, ""anchor"": {""x"": 181, ""y"": 277}, ""separation"": 1}, {""x"": 182, ""y"": 277, ""score"": 0.35, ""anchor"": {""x"": 181, ""y"": 277}, ""separation"": 1}, {""x"": 188, ""y"": 252, ""score"": 0.35, ""anchor"": {""x"": 189, ""y"": 252}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 189, ""y"": 252}, {""x"": 192, ""y"": 232}, {""x"": 197, ""y"": 235}, {""x"": 181, ""y"": 277}, {""x"": 198, ""y"": 252}, {""x"": 200, ""y"": 249}]"	NpcMover/audit-report.md	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""52"", ""name"": ""Clinton"", ""method"": ""C-语义"", ""old"": ""5(230,152)"", ""new"": ""5(192,232)"", ""note"": ""老李杂货 (07Grocery_Samak)"", ""source"": ""Mud3:07Grocery_Samak"", ""remark"": ""老李杂货""}"
56	Hexa Holy Stone	5	"{""x"": 112, ""y"": 177}"	13Move_Samak2	5	"{""x"": 63, ""y"": 196}"	5	"{""x"": 74, ""y"": 34}"	semantic-audit	replacement	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	town-entrance-teleporter	"[""NPC/Entry/Region contains movement/entrance type"", ""town entrance, route gate, or teleport cluster""]"	"[{""x"": 74, ""y"": 34, ""score"": -7.8, ""anchor"": {""x"": 74, ""y"": 34}, ""separation"": 181}, {""x"": 20, ""y"": 90, ""score"": -7.8, ""anchor"": {""x"": 20, ""y"": 90}, ""separation"": 179}, {""x"": 149, ""y"": 31, ""score"": -7.8, ""anchor"": {""x"": 149, ""y"": 31}, ""separation"": 175}]"	walkable topology candidate; manual review required	"[{""x"": 61, ""y"": 190}, {""x"": 112, ""y"": 177}, {""x"": 56, ""y"": 193}, {""x"": 204, ""y"": 289}, {""x"": 227, ""y"": 127}, {""x"": 20, ""y"": 90}, {""x"": 74, ""y"": 34}, {""x"": 149, ""y"": 31}, {""x"": 315, ""y"": 199}, {""x"": 24, ""y"": 305}, {""x"": 239, ""y"": 164}, {""x"": 238, ""y"": 165}, {""x"": 243, ""y"": 167}, {""x"": 242, ""y"": 168}, {""x"": 236, ""y"": 161}, {""x"": 235, ""y"": 161}, {""x"": 240, ""y"": 194}, {""x"": 239, ""y"": 195}, {""x"": 206, ""y"": 169}, {""x"": 207, ""y"": 170}]"	NpcMover/audit-report.md	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""56"", ""name"": ""Hexa Holy Stone"", ""method"": ""C-语义"", ""old"": ""5(63,196)"", ""new"": ""5(112,177)"", ""note"": ""六面神石 (13Move_Samak2)"", ""source"": ""Mud3:13Move_Samak2"", ""remark"": ""六面神石""}"
60	Glenn	5	"{""x"": 189, ""y"": 252}"	02Weapon_Samak	5	"{""x"": 202, ""y"": 128}"	5	"{""x"": 182, ""y"": 277}"	semantic-audit	replacement	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 182, ""y"": 277, ""score"": 0.35, ""anchor"": {""x"": 181, ""y"": 277}, ""separation"": 1}, {""x"": 188, ""y"": 252, ""score"": 0.35, ""anchor"": {""x"": 189, ""y"": 252}, ""separation"": 1}, {""x"": 189, ""y"": 251, ""score"": 0.35, ""anchor"": {""x"": 189, ""y"": 252}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 189, ""y"": 252}, {""x"": 192, ""y"": 232}, {""x"": 197, ""y"": 235}, {""x"": 181, ""y"": 277}, {""x"": 198, ""y"": 252}, {""x"": 200, ""y"": 249}]"	NpcMover/audit-report.md	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""60"", ""name"": ""Glenn"", ""method"": ""C-语义"", ""old"": ""5(202,128)"", ""new"": ""5(189,252)"", ""note"": ""铁汉武器 (02Weapon_Samak)"", ""source"": ""Mud3:02Weapon_Samak"", ""remark"": ""铁汉武器""}"
61	Grace	5	"{""x"": 181, ""y"": 277}"	03Shoes_Samak	5	"{""x"": 221, ""y"": 146}"	5	"{""x"": 188, ""y"": 252}"	semantic-audit	replacement	low	"{""old"": ""pass"", ""target"": ""pass""}"	[]	pending-review	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 188, ""y"": 252, ""score"": 0.35, ""anchor"": {""x"": 189, ""y"": 252}, ""separation"": 1}, {""x"": 189, ""y"": 251, ""score"": 0.35, ""anchor"": {""x"": 189, ""y"": 252}, ""separation"": 1}, {""x"": 189, ""y"": 253, ""score"": 0.35, ""anchor"": {""x"": 189, ""y"": 252}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 189, ""y"": 252}, {""x"": 192, ""y"": 232}, {""x"": 197, ""y"": 235}, {""x"": 181, ""y"": 277}, {""x"": 198, ""y"": 252}, {""x"": 200, ""y"": 249}]"	NpcMover/audit-report.md	"[""map relation does not permit blind original-coordinate reuse""]"	True	"{""idx"": ""61"", ""name"": ""Grace"", ""method"": ""C-语义"", ""old"": ""5(221,146)"", ""new"": ""5(181,277)"", ""note"": ""润真鞋店 (03Shoes_Samak)"", ""source"": ""Mud3:03Shoes_Samak"", ""remark"": ""润真鞋店""}"
